"team","total","attack","defense","n.games","region","age","fall.league","win.league","spr.league","other"
"Valley Thunder SC Gold G00",770,0.89,0.91,17,"ID","G00","PSPL-Inland Div 2 U14","","Spr PSPL-Inland Div 2 U14",""
"Eastside FC Blue G01",769,1.25,0.64,32,"WA","G01","RCL G01 Div 4","","Win RCL G01 Div 4","WYS Presidents Cup G01 Div 2"
"Pacific FC White G00",768,1.11,0.72,39,"WA","G00","OPL 2nd Div U14","","Spr OPL Tabor Div U14","Directors Cup OPL Silver U14"
"Pacific FC United G02",765,1.08,0.73,41,"WA","G02","OPL 1st Div U12","","Spr OPL Zig Zag Div U12","WA Cup GU12 Silver/Bronze U12"
"PacNW Blue G03",764,1.12,0.7,46,"WA","G03","RCL G03 Div 3","","Win RCL G03 Div 2","WYS Presidents Cup G03 Div 2"
"FC Alliance B G01",763,1.02,0.76,37,"WA","G01","RCL G01 Div 4","","Win RCL G01 Div 5","WYS Presidents Cup G01 Div 2"
"Kent United Green G02",763,1.27,0.61,35,"WA","G02","NPSL G12D1","","","WYS Presidents Cup G02 Div 2"
"Lake Hills Extreme G01",762,1.28,0.6,35,"WA","G01","NPSL G13D1","","Spr NPSL G13D1","Founders Cup G01"
"FSC Chickadees G01",762,0.99,0.77,12,"WA","G01","DIII G14D1","","",""
"Wenatchee Fire Black G02",762,1.18,0.65,39,"WA","G02","PSPL Classic 1 U12","","Spr PSPL SuperLeague U12","WA Cup GU12 Gold/Platinum U12"
"Thelo Thorns G01",761,0.82,0.93,43,"OR","G01","OPL Premier U13","","Spr OPL Santiam Div U13","Directors Cup OPL Silver U13"
"Seattle United Shoreline Blue G01",760,1.09,0.7,23,"WA","G01","NPSL G13D2","","","Founders Cup G01"
"Boise Nationals SC Blue G01",759,1.06,0.71,22,"ID","G01","Idaho D3 A U13","","Spr Idaho D3 B U13",""
"Spokane Foxes Platinum G01",758,1.19,0.63,27,"WA","G01","PSPL-Inland Div 1 U13","","Spr PSPL-Inland Div 1 U13",""
"Mountain Home G00",754,1.04,0.7,9,"ID","G00","","","Spr Idaho D3 U14 Bracket B EAST U14",""
"Academy Idaho Cads G02",753,1.11,0.65,31,"ID","G02","PSPL-Inland Div 1 U12","","Spr PSPL-Inland Div 1 U12","WA Cup GU12 Gold/Platinum U12"
"Spokane Scotties Burkart G00",752,1.06,0.68,14,"WA","G00","PSPL-Inland Div 2 U14","","Spr PSPL-Inland Div 2 U14",""
"Three Rivers SC Black District G00",749,1.12,0.63,13,"WA","G00","NWL U14","","Spr NWL U13/U14 BRACKET A U14, Spr NWL U13/U14 BRACKET B U14",""
"Kitsap Pumas G01",748,0.72,0.97,28,"WA","G01","PSPL Classic 2 U13","","Spr PSPL Classic 2 U13",""
"FC Alliance A G03",747,0.68,1.03,40,"WA","G03","RCL G03 Div 1","","Win RCL G03 Div 2","WYS Presidents Cup G03 Div 1"
"Surrey United 2003G",746,0.89,0.78,9,"BC","2003G","","","",""
"NEU PDX White G03",745,1.13,0.6,33,"OR","G03","OPL Premier U11","","Spr OYS G03 Premier","OYS State Cup G03"
"Crossfire Yakima G01",745,0.79,0.87,26,"WA","G01","RCL G01 Div 4","","Win RCL G01 Div 4","WYS Presidents Cup G01 Div 2"
"West Seattle En Fuego White G01",744,1.08,0.63,19,"WA","G01","PSPL Classic 2 U13","","Spr PSPL Classic 1 U13",""
"TC United White G02",741,0.67,0.99,34,"WA","G02","PSPL Premier U12","","Spr PSPL Classic 1 U12",""
"MRFC Blue G02",740,1.65,0.4,36,"WA","G02","PSPL Classic 1 U12,","","Spr PSPL Classic 1 U12","WA Cup GU12 Gold/Platinum U12"
"CDA Sting Tigres G00",739,1.14,0.57,35,"ID","G00","PSPL-Inland Div 2 U14, NWL U14","","Spr NWL U13/U14 BRACKET A U14, Spr NWL U13/U14 BRACKET B U14","WA Cup GU14 Bronze U14"
"Wenatchee Valley United G01",738,1.15,0.57,14,"WA","G01","","","Spr PSPL Classic 2 U13","WA Cup GU13 Silver/Bronze U13"
"BYSC Select G00",738,0.7,0.92,20,"WA","G00","NPSL G14D2","","","Founders Cup G00"
"Crossfire Premier Pingrey G03",738,0.7,0.93,47,"WA","G03","RCL G03 Div 2","","Win RCL G03 Div 2","WYS Presidents Cup G03 Div 1"
"Harbor Premier Green G02",736,1.11,0.58,35,"WA","G02","RCL G02 Div 4","","Win RCL G02 Div 3","WYS Presidents Cup G02 Div 2"
"RV Slammers Orange G02",735,0.91,0.7,33,"WA","G02","RCL G02 Div 2","","Win RCL G02 Div 3","WYS Presidents Cup G02 Div 1"
"Spokane Scotties Husfloen G00",732,0.9,0.69,19,"WA","G00","PSPL-Inland Div 2 U14","","Spr PSPL-Inland Div 2 U14",""
"Kitsap Alliance Red G03",732,0.64,0.97,39,"WA","G03","RCL G03 Div 3","","Win RCL G03 Div 3","WYS Presidents Cup G03 Div 2"
"Crossfire Select Miller G02",731,0.9,0.69,28,"WA","G02","NPSL G12D1","","","Founders Cup G02"
"Silver Falls SC Foxes G00",731,1.31,0.47,8,"OR","G00","","","Spr OYS G00 Div 2",""
"Seattle Celtic Green G01",731,0.84,0.74,28,"WA","G01","PSPL Classic 1 U13","","Spr PSPL Classic 2 U13","WA Cup GU13 Silver/Bronze U13"
"Crossfire OR WUSC Juventus White G03",730,1.21,0.51,38,"OR","G03","OPL Premier U11","","Spr OPL Mt Hood Div U11","OPL State Cup U11"
"Longview Striking Tigers G01",729,1.31,0.47,11,"WA","G01","","","",""
"Three Rivers SC Black District G01",729,1.1,0.55,17,"WA","G01","NWL U13","","Spr NWL U13/U14 BRACKET A U14",""
"Crossfire OR SSC Blue I G03",727,0.71,0.86,41,"OR","G03","OPL Premier U11","","Spr OPL Mt Bachelor Div U11","OPL State Cup U11"
"Breakers Shannon G00",724,0.83,0.72,21,"WA","G00","PSPL-Inland Div 2 U14","","Spr PSPL-Inland Div 1 U14",""
"XUnk David Douglas G00",723,0.97,0.6,8,"OR","G00","","","Spr OYS G00 Div 2",""
"MIFC Thunder G01",722,0.71,0.82,26,"WA","G01","NPSL G13D2","","","WYS Presidents Cup G01 Div 2"
"PCU SESC Revolution G02",719,1.05,0.55,32,"OR","G02","OPL 1st Div U12","","Spr OPL Crater Lake Div U12","Directors Cup OPL Gold U12"
"TC United Blue G02",718,0.42,1.35,30,"WA","G02","DIII G12D1","","Spr PSPL SuperLeague U12","Founders Cup G02, WA Cup GU12 Gold/Platinum U12"
"Boise Nationals SC Breakers Black G03",717,0.81,0.7,15,"ID","G03","Idaho D3 A U11","","Spr Idaho D3 A U11",""
"LWPFC White Stingrays G02",716,0.78,0.72,35,"WA","G02","PSPL Classic 1 U12","","Spr PSPL Classic 1 U12",""
"PCU White G01",715,0.92,0.6,32,"OR","G01","PTT-B G01 Thorns Div 2","","Spr OYS G01 Div 2","OYS Presidents Cup G01"
"Cascade Rush Blaze G02",715,0.85,0.65,11,"OR","G02","","","Spr OYS G02 Div 1",""
"Emerald City FC White G01",714,0.97,0.57,24,"WA","G01","PSPL Classic 2 U13","","Spr PSPL Classic 2 U13","WA Cup GU13 Silver/Bronze U13"
"NW United Premier G03",713,1.24,0.44,41,"WA","G03","PSPL Premier U11","","Spr PSPL SuperLeague U11","WA Cup GU11 Gold/Platinum U11"
"Crossfire OR LOSC Rage G03",712,0.98,0.56,37,"OR","G03","OPL Premier U11","","Spr OPL Mt Hood Div U11","OPL State Cup U11"
"NEU Noreaster White G02",708,0.79,0.67,36,"OR","G02","OPL Premier U12","","Spr OPL Zig Zag Div U12","OPL State Cup U12"
"Idaho Arsenal United Cheetos G01",707,0.75,0.7,12,"ID","G01","","","Spr Idaho D3 B U13",""
"Storm King G02",698,1.11,0.44,16,"WA","G02","NPSL G12D2","","",""
"Westside Timbers Samba TS G02",697,0.77,0.63,36,"OR","G02","PTT-B G02 Championship","","Spr OYS G02 Div 1","OYS Presidents Cup G02"
"BSC Hood River Tiempo G00",697,0.78,0.63,16,"OR","G00","PTT-B G00 Thorns Div 1","","","OYS Presidents Cup G00"
"NW United Classic G00",696,0.86,0.56,28,"WA","G00","PSPL Copa U14","","Spr PSPL Copa U14",""
"Kidsports McKenzie Strykers FC G02",695,0.73,0.66,9,"OR","G02","","","",""
"Snohomish United Red G01",695,0.93,0.52,30,"WA","G01","RCL G01 Div 4","","Win RCL G01 Div 5","WYS Presidents Cup G01 Div 2"
"FC Spokane Grey G00",694,0.62,0.77,27,"WA","G00","PSPL-Inland Div 2 U14","","Spr PSPL-Inland Div 2 U14",""
"ISC Gunners B G01",694,0.62,0.77,37,"WA","G01","PSPL Classic 1 U13","","Spr PSPL Classic 1 U13","WA Cup GU13 Silver/Bronze U13"
"Idaho Rush Black G03",694,1.07,0.45,21,"ID","G03","Idaho D3 A U11","","Spr Idaho D3 A U11",""
"Kajumulo FC Mondo G00",693,1.11,0.43,18,"WA","G00","PSPL Copa U14","","",""
"PSA Force G00",693,0.85,0.56,20,"WA","G00","PSPL Copa U14","","",""
"WA Rush Nero G02",692,0.81,0.58,41,"WA","G02","RCL G02 Div 4","","Win RCL G02 Div 3","WYS Presidents Cup G02 Div 2"
"RV Slammers Orange G03",692,0.95,0.5,39,"WA","G03","RCL G03 Div 2","","Win RCL G03 Div 2","WYS Presidents Cup G03 Div 2"
"Idaho Rush White G02",691,0.99,0.48,20,"ID","G02","Idaho D3 B U12","","Spr Idaho D3 A U12",""
"Washington Timbers Forest G03",690,0.72,0.64,32,"WA","G03","PTT-B G03 Championship (9v9)","","Spr OYS G03 Div 1","OYS Presidents Cup G03"
"WPFC B G03",689,0.85,0.54,44,"WA","G03","RCL G03 Div 4","","Win RCL G03 Div 3","WYS Presidents Cup G03 Div 2"
"PS Slammers Black G02",689,1.11,0.42,28,"WA","G02","PSPL Classic 2 U12","","Spr PSPL Classic 2 U12",""
"Lakewood Phoenix FC G03",686,0.53,0.86,17,"WA","G03","","","","WYS Presidents Cup G03 Div 3"
"PCU Black G01",685,0.71,0.63,32,"OR","G01","PTT-B G01 Thorns Div 2","","Spr OYS G01 Div 2","OYS Presidents Cup G01"
"WAFC Cobras G01",685,1.1,0.41,25,"OR","G01","PTT-B G01 Thorns Div 1","","Spr OYS G01 Div 1 White",""
"Seattle Celtic Green G00",685,0.51,0.88,19,"WA","G00","PSPL Copa U14","","Spr PSPL Copa U14",""
"Kent United White G00",684,0.69,0.65,11,"WA","G00","DIII G14D1","","",""
"FC Tacoma Blue G03",682,0.84,0.52,38,"WA","G03","PSPL Classic 1 U11,","","Spr PSPL SuperLeague U11","WA Cup GU11 Gold/Platinum U11"
"PCU Red G03",680,0.68,0.65,32,"OR","G03","PTT-B G03 Championship (9v9)","","Spr OYS G03 Premier","OYS Presidents Cup G03, OYS State Cup G03"
"PSA Force G03",679,0.9,0.48,23,"WA","G03","NPSL G11D1","","","WYS Presidents Cup G03 Div 2"
"Sandpoint Strikers G02",677,0.65,0.66,24,"ID","G02","NWL U12","","Spr NWL U12",""
"Idaho Rush Azul G01",676,0.98,0.43,22,"ID","G01","Idaho D3 B U13","","Spr Idaho D3 B U13",""
"Seattle Celtic Green G02",676,0.59,0.72,24,"WA","G02","PSPL Classic 1 U12","","Spr PSPL Classic 1 U12",""
"THUSC Lithium G01",676,0.54,0.79,35,"OR","G01","OPL 1st Div U13","","Spr OPL Santiam Div U13","Directors Cup OPL Silver U13"
"Crossfire OR CUSC Red G03",673,0.91,0.46,35,"OR","G03","OPL Premier U11","","Spr OPL Mt Bachelor Div U11","OPL State Cup U11"
"Seattle United NE Blue G01",673,0.57,0.73,22,"WA","G01","NPSL G13D2","","","Founders Cup G01"
"CDA Sting AC Milan G02",668,0.85,0.47,29,"ID","G02","PSPL Classic 1 U12","","Spr NWL U12","WA Cup GU12 Silver/Bronze U12"
"THUSC Selenium Green G03",668,1.21,0.33,39,"OR","G03","OPL 1st Div - BLACK U11","","Spr OPL Mt Hood Div U11","OPL State Cup U11, Directors Cup OPL Gold U11"
"Westside Timbers Copa TS G01",666,0.79,0.5,32,"OR","G01","PTT-B G01 Thorns Div 2","","Spr OYS G01 Div 2","OYS Presidents Cup G01"
"NWN Blue G01",664,0.66,0.59,42,"WA","G01","RCL G01 Div 4","","Win RCL G01 Div 5","WYS Presidents Cup G01 Div 2"
"Dragons FC G02",663,1.14,0.34,38,"WA","G02","PSPL Classic 2 U12","","Spr PSPL Classic 1 U12","WA Cup GU12 Silver/Bronze U12"
"FC Portland White G02",662,0.81,0.48,41,"OR","G02","OPL 1st Div U12","","Spr OPL Crater Lake Div U12","Directors Cup OPL Gold U12"
"Cheney Storm FC G02",662,0.87,0.44,32,"WA","G02","PSPL-Inland Div 1 U12","","Spr PSPL-Inland Div 1 U12","WA Cup GU12 Silver/Bronze U12"
"Meridian United FC Purple G01",660,0.95,0.4,17,"ID","G01","Idaho D3 B U13","","Spr Idaho D3 B U13",""
"FC Nova Red G02",660,1,0.38,19,"ID","G02","Idaho D3 A U12","","Spr Idaho D3 A U12",""
"Eastside FC White G03",656,0.68,0.54,37,"WA","G03","RCL G03 Div 2","","Win RCL G03 Div 2","WYS Presidents Cup G03 Div 2"
"Idaho Arsenal United Aftershock G02",655,0.92,0.4,21,"ID","G02","Idaho D3 B U12","","Spr Idaho D3 A U12",""
"Indie Chicas Cyan G02",654,0.88,0.41,17,"ID","G02","Idaho D3 A U12","","Spr Idaho D3 A U12",""
"WA Rush Nero G03",653,0.64,0.57,47,"WA","G03","RCL G03 Div 3","","Win RCL G03 Div 3","WYS Presidents Cup G03 Div 2"
"Spokane Foxes Red G02",652,0.71,0.5,21,"WA","G02","PSPL-Inland Div 1 U12","","Spr PSPL-Inland Div 1 U12","WA Cup GU12 Silver/Bronze U12"
"Seattle United Nova G03",652,0.55,0.65,12,"WA","G03","","","Win RCL G03 Div 4","WYS Presidents Cup G03 Div 3"
"NICH SC A G02",652,0.7,0.51,32,"OR","G02","OPL Premier U12","","Spr OPL Crater Lake Div U12","Directors Cup OPL Gold U12"
"PacNW White G02",652,0.47,0.77,36,"WA","G02","RCL G02 Div 3","","Win RCL G02 Div 3","WYS Presidents Cup G02 Div 2"
"Seattle United Shoreline Blue G02",652,0.63,0.57,32,"WA","G02","NPSL G12D1","","","Founders Cup G02"
"SSC Shadow Elite Dobson G00",651,0.85,0.42,21,"WA","G00","NWL U14","","Spr NWL U13/U14 BRACKET A U14, Spr NWL U13/U14 BRACKET B U14",""
"WAFC Rain G02",650,0.98,0.36,41,"OR","G02","PTT-B G02 Championship","","Spr OYS G02 Div 1","OYS Presidents Cup G02"
"Crossfire OR LOSC Rain G00",650,0.56,0.63,36,"OR","G00","OPL 2nd Div U14","","Spr OPL Tabor Div U14","Directors Cup OPL Silver U14"
"Storm King G01",649,0.89,0.39,14,"WA","G01","NPSL G13D2","","",""
"Seattle United S Black G01",646,0.74,0.46,19,"WA","G01","NPSL G13D1","","","Founders Cup G01"
"RSA Elite McQueen G02",646,0.52,0.66,40,"WA","G02","PSPL Classic 1 U12","","Spr PSPL Classic 1 U12","WA Cup GU12 Silver/Bronze U12"
"NSC Vipers G02",646,0.78,0.44,26,"WA","G02","NPSL G12D2","","","Founders Cup G02"
"THUSC Sapphire G02",646,0.41,0.84,42,"OR","G02","OPL 1st Div U12","","Spr OPL Zig Zag Div U12","OPL State Cup U12, Directors Cup OPL Gold U12"
"Capital FC Timbers Black G02",644,0.86,0.39,33,"OR","G02","PTT-B G02 Championship","","Spr OYS G02 Div 1","OYS Presidents Cup G02"
"CSC Velocity Green G01",642,0.62,0.54,34,"WA","G01","PSPL Classic 2 U13","","Spr PSPL Classic 2 U13","WA Cup GU13 Silver/Bronze U13"
"UPSC Blue Starz G01",642,0.72,0.47,23,"WA","G01","DIII G13D1","","",""
"FC Nova White G02",641,0.91,0.36,21,"ID","G02","Idaho D3 B U12","","Spr Idaho D3 U12 Bracket B EAST U12",""
"Three Rivers SC Green RCL G02",639,0.63,0.52,31,"WA","G02","RCL G02 Div 3","","Win RCL G02 Div 3","WYS Presidents Cup G02 Div 2"
"Seattle United NE White G00",639,0.57,0.57,19,"WA","G00","NPSL G14D2","","",""
"Boise Nationals SC Flamengo Red G02",639,0.79,0.42,26,"ID","G02","Idaho D3 A U12","","Spr Idaho D3 A U12",""
"FC Salmon Creek Nemesis White G01",639,1.04,0.31,28,"WA","G01","OPL Premier U13","","Spr OPL Tillamook Div U13","Directors Cup OPL Silver U13"
"Highline Premier Red G02",638,1.15,0.28,8,"WA","G02","","","Spr PSPL Classic 1 U12",""
"Seattle United Tango G03",634,0.56,0.56,36,"WA","G03","RCL G03 Div 2","","Win RCL G03 Div 2","WYS Presidents Cup G03 Div 2"
"WPFC C G01",633,0.63,0.5,28,"WA","G01","RCL G01 Div 4","","Win RCL G01 Div 5",""
"FC Edmonds Revolution G03",632,0.61,0.51,49,"WA","G03","PSPL Classic 2 U11","","Spr PSPL SuperLeague 2 U11","WA Cup GU11 Gold/Platinum U11"
"Eastside Timbers Red G03",631,0.74,0.42,33,"OR","G03","PTT G03 Premier","","Spr OYS G03 Premier","OYS State Cup G03"
"Crossfire OR OC Fusion G01",627,0.61,0.49,34,"OR","G01","OPL 1st Div U13","","Spr OPL Santiam Div U13","Directors Cup OPL Silver U13"
"Molalla YS Strikers Orange G01",626,0.99,0.3,22,"OR","G01","PTT-B G00 Thorns Div 2","","Spr OYS G01 Div 2",""
"ETFC Lyon Black G03",622,0.84,0.35,37,"OR","G03","PTT G03 Premier","","Spr OYS G03 Premier","OYS State Cup G03"
"WPFC Fury Black G03",621,0.53,0.54,41,"WA","G03","PSPL Premier U11,","","Spr PSPL SuperLeague U11","WA Cup GU11 Gold/Platinum U11"
"Azul FC Spartans G03",621,0.7,0.41,31,"OR","G03","OPL 1st Div - BLUE U11","","Spr OPL Willamette Div U11","Directors Cup OPL Gold U11"
"FC Nova Pink G03",621,0.74,0.39,19,"ID","G03","Idaho D3 A U11","","Spr Idaho D3 A U11",""
"Idaho Torrent G02",621,0.95,0.3,23,"ID","G02","Idaho D3 B U12","","Spr Idaho D3 U12 Bracket B EAST U12",""
"Soccer Xpress Burn G02",619,0.71,0.4,16,"ID","G02","Idaho D3 B U12","","Spr Idaho D3 U12 Bracket B EAST U12",""
"BSC Portland Gold-Tiempo G01",618,0.42,0.67,23,"OR","G01","PTT-B G01 Thorns Div 1","","Spr OYS G01 Div 2","OYS Presidents Cup G01"
"Foothills SC Lightning White G01",617,0.58,0.49,14,"OR","G01","OPL Premier U13","","",""
"Nationals West White G01",616,0.69,0.4,15,"ID","G01","Idaho D3 B U13","","Spr Idaho D3 B U13",""
"Breakers Merritt G02",615,0.61,0.46,32,"WA","G02","PSPL-Inland Div 1 U12","","Spr PSPL-Inland Div 1 U12","WA Cup GU12 Gold/Platinum U12"
"Crossfire OR LOSC Mayhem G02",612,0.58,0.47,41,"OR","G02","OPL 1st Div U12","","Spr OPL Crater Lake Div U12","Directors Cup OPL Silver U12"
"Snohomish United Black G02",612,0.48,0.57,35,"WA","G02","RCL G02 Div 3","","Win RCL G02 Div 3","WYS Presidents Cup G02 Div 2"
"Whatcom FC Rangers White G01",612,0.61,0.44,32,"WA","G01","NPSL G13D3","","Spr NPSL G13D2","Founders Cup G01"
"Kajumulo FC Farasi G01",611,0.6,0.45,9,"WA","G01","","","Spr PSPL Copa U13",""
"THUSC Redstar Hurricanes G03",611,0.73,0.37,36,"OR","G03","OPL 1st Div - BLUE U11","","Spr OPL Mt Hood Div U11","NWCL U11, OPL State Cup U11, Directors Cup OPL Gold U11"
"MIFC Valkyries G00",611,0.47,0.57,15,"WA","G00","NPSL G14D2","","",""
"Eastside FC Grey G02",608,0.45,0.58,36,"WA","G02","RCL G02 Div 4","","Win RCL G02 Div 4","WYS Presidents Cup G02 Div 2"
"Crossfire Select Jordan G00",607,0.48,0.55,26,"WA","G00","NPSL G14D2","","Spr NPSL G14D2",""
"FC West Revolution Black G03",607,0.82,0.32,24,"OR","G03","OPL 1st Div - BLACK U11","","Spr OPL Mt Bachelor Div U11","OPL State Cup U11, Directors Cup OPL Gold U11"
"Mukilteo Rush G01",607,0.73,0.36,28,"WA","G01","NPSL G13D3","","Spr NPSL G13D3","Founders Cup G01"
"Capital FC Timbers White G01",606,0.49,0.53,29,"OR","G01","PTT-B G01 Thorns Div 1","","Spr OYS G01 Div 2","OYS Presidents Cup G01"
"Lakeland Nighthawks McDevitt G01",606,0.55,0.48,14,"ID","G01","NWL U13","","Spr NWL U13/U14 BRACKET B U14",""
"RSA Elite G03",606,0.64,0.41,38,"WA","G03","PSPL Premier U11","","Spr PSPL SuperLeague U11","WA Cup GU11 Gold/Platinum U11"
"FC Salmon Creek Nemesis White G03",605,0.53,0.49,38,"WA","G03","OPL Premier U11","","Spr OYS G03 Premier","WYS Presidents Cup G03 Div 2"
"Irish United G02",605,0.72,0.36,16,"OR","G02","","","",""
"Eastside FC Blue G03",603,0.49,0.52,40,"WA","G03","RCL G03 Div 3","","Win RCL G03 Div 3","WYS Presidents Cup G03 Div 3"
"Seattle United S Blue G02",603,0.64,0.4,22,"WA","G02","NPSL G12D1","","","Founders Cup G02"
"Cascade Rush Revolution G01",602,0.47,0.54,21,"OR","G01","","","Spr OPL Tillamook Div U13","Directors Cup OPL Silver U13"
"WPFC Fury Black G02",601,0.76,0.33,34,"WA","G02","PSPL Classic 1 U12","","Spr PSPL Classic 1 U12","WA Cup GU12 Silver/Bronze U12"
"CSC Storm G03",601,0.7,0.36,35,"OR","G03","PTT-B G03 Championship (9v9)","","Spr OYS G03 Premier","OYS State Cup G03"
"Highline Premier Blue G03",597,0.68,0.36,28,"WA","G03","PSPL Classic 1 U11","","","WA Cup GU11 Gold/Platinum U11"
"Bend FC Timbers Red G03",595,0.66,0.37,27,"OR","G03","PTT-B G03 Championship (9v9)","","Spr OYS G03 Premier","OYS Presidents Cup G03"
"TFA Barcelona OR G03",594,0.53,0.46,26,"OR","G03","OPL 1st Div - BLACK U11","","Spr OPL Willamette Div U11","Directors Cup OPL Silver U11"
"XiFA 2021 G02",594,0.67,0.36,36,"WA","G02","PSPL-Inland Div 1 U13","","Spr PSPL-Inland Div 1 U12","WA Cup GU12 Silver/Bronze U12"
"SSC Shadow Elite Dimmler G03",594,0.59,0.41,30,"WA","G03","NWL Group A U11","","Spr NWL Group A U11",""
"KVJSA Ellensburg FC G00",594,0.41,0.58,13,"WA","G00","PSPL-Inland Div 2 U14","","",""
"North Whidbey Islanders G01",593,0.37,0.65,30,"WA","G01","NPSL G13D2","","Spr NPSL G13D3","Founders Cup G01"
"ASE Royal G02",593,0.59,0.41,20,"WA","G02","PSPL-Inland Div 1 U12","","Spr PSPL-Inland Div 2 U12",""
"Pacific FC Orange-Breakers G03",593,0.78,0.3,38,"WA","G03","OPL 1st Div - BLACK U11","","Spr OPL Willamette Div U11","Directors Cup OPL Gold U11"
"Lake Hills Supreme G02",593,0.4,0.59,25,"WA","G02","NPSL G12D2","","","Founders Cup G02"
"FWFC Wolverines G01",592,0.69,0.34,15,"WA","G01","DIII G13D1","","",""
"Kent United Green G03",590,0.73,0.32,28,"WA","G03","NPSL G11D1","","","WYS Presidents Cup G03 Div 2"
"NWN Blue G03",589,0.67,0.35,35,"WA","G03","RCL G03 Div 3","","Win RCL G03 Div 3","WYS Presidents Cup G03 Div 2"
"Cascade FC Green G01",587,0.52,0.44,29,"WA","G01","PSPL Classic 1 U13","","Spr PSPL Classic 1 U13",""
"ASE Royal G03",587,0.35,0.65,23,"WA","G03","PSPL-Inl Dev Div 1 U11","","Spr PSPL-Inland Div 1 U11","WA Cup GU11 Silver/Bronze U11"
"Aloha United SC Thorns G03",586,0.49,0.46,29,"OR","G03","PTT-B G03 Thorns Div 1 (9v9)","","Spr OYS G03 Div 1","OYS State Cup G03"
"Silver FC G01",584,0.62,0.36,34,"WA","G01","NPSL G13D3","","Spr NPSL G13D2",""
"Chilliwack FC Selects 2003G",583,0.47,0.47,8,"BC","2003G","","","",""
"CYSA Timber Barons Green G03",583,0.74,0.3,27,"WA","G03","PTT-B G03 Thorns Div 1 (9v9)","","Spr OYS G03 Div 1",""
"Seattle United S Blue G03",579,0.48,0.45,26,"WA","G03","NPSL G11D1","","","Founders Cup G03"
"Idaho Rush White G03",576,0.63,0.33,23,"ID","G03","Idaho D3 A U11","","Spr Idaho D3 A U11",""
"HSC Impact G01",575,0.67,0.32,29,"OR","G01","PTT-B G01 Thorns Div 2","","Spr OYS G01 Div 2",""
"Crossfire OR SSC Blue II G03",574,0.46,0.46,23,"OR","G03","OPL 1st Div - BLUE U11","","Spr OPL Mt Hood Div U11","OPL State Cup U11"
"NSC Thunder G02",573,0.52,0.4,28,"WA","G02","NPSL G12D2","","","Founders Cup G02"
"Silver Lake SC Blueberries G01",573,0.4,0.51,15,"WA","G01","NPSL G13D3","","",""
"SSC Shadow Stiles G03",572,0.69,0.3,23,"WA","G03","NWL Group A U11","","Spr NWL Group A U11",""
"Meridian United FC Purple G02",572,0.63,0.33,14,"ID","G02","Idaho D3 B U12","","Spr Idaho D3 U12 Bracket B EAST U12",""
"Ellensburg Fire G03",572,0.79,0.26,8,"WA","G03","","","",""
"MpVSA Sounders G01",572,0.56,0.37,12,"WA","G01","DIII G13D1","","",""
"MVP Marauders Navy G03",572,0.5,0.41,42,"WA","G03","PSPL Classic 2 U11","","Spr PSPL Classic 1 U11","WA Cup GU11 Gold/Platinum U11"
"Seattle United W White G01",571,0.59,0.35,19,"WA","G01","NPSL G13D3","","",""
"Capital FC Timbers Red G03",569,0.62,0.33,40,"OR","G03","PTT G03 Premier","","Spr OYS G03 Div 1","OYS State Cup G03"
"ISC Gunners B G02",567,0.55,0.36,32,"WA","G02","PSPL Copa U12","","Spr PSPL Classic 2 U12","WA Cup GU12 Silver/Bronze U12"
"THUSC Cobalt G01",565,0.59,0.33,26,"OR","G01","OPL 1st Div U13","","Spr OPL Tillamook Div U13","Directors Cup OPL Silver U13"
"Westside Timbers Samba G01",564,0.56,0.35,18,"OR","G01","PTT-B G01 Thorns Div 1","","",""
"BSC Newberg Vapor G00",563,0.68,0.28,8,"OR","G00","PTT-B G00 Thorns Div 2","","",""
"TC United G03",561,0.34,0.56,32,"WA","G03","PSPL Classic 1 U11","","Spr PSPL SuperLeague 2 U11","WA Cup GU11 Gold/Platinum U11"
"ISC Gunners A G03",558,0.61,0.31,32,"WA","G03","PSPL Premier U11","","Spr PSPL SuperLeague 2 U11",""
"FC Alliance B G02",558,0.42,0.44,28,"WA","G02","RCL G02 Div 4","","Win RCL G02 Div 4","WYS Presidents Cup G02 Div 2"
"Crossfire OR WUSC Atletico Navy G02",557,0.42,0.44,32,"OR","G02","OPL 1st Div U12","","Spr OPL Bandon Dunes Div U12","Directors Cup OPL Silver U12"
"HSC Blaze G02",550,0.52,0.34,28,"OR","G02","PTT-B G02 Thorns Div 1","","Spr OYS G02 Div 1","OYS Presidents Cup G02"
"Granite Falls Thunderbirds G01",549,0.49,0.36,21,"WA","G01","NPSL G13D3","","Spr NPSL G13D2",""
"Spokane Foxes Emerald G02",549,0.43,0.41,10,"WA","G02","","","",""
"BSC Portland Vapor G02",548,0.38,0.46,31,"OR","G02","PTT-B G02 Thorns Div 1","","Spr OYS G02 Div 1","OYS Presidents Cup G02"
"Tracyton Tigers G02",547,0.56,0.31,16,"WA","G02","PSPL Copa U12","","",""
"ASE Royal G01",547,0.38,0.45,25,"WA","G01","PSPL-Inland Div 2 U13","","Spr PSPL-Inland Div 2 U13",""
"NEU Barcelona Blue G01",546,0.43,0.4,25,"OR","G01","OPL 1st Div U13","","Spr OYS G01 Div 2",""
"Twin Falls Rapids G02",545,0.56,0.31,20,"ID","G02","Idaho D3 B U12","","Spr Idaho D3 U12 Bracket B WEST U12",""
