"team","total","attack","defense","n.games","region","age","fall.league","win.league","spr.league","other"
"FC Alliance B B99",1383,10.33,5.52,32,"WA","B99","RCL B99 Div 3, RCL B99 7V2","","","WYS Presidents Cup B99 Div 1"
"NWSC Islanders B97",1383,11.02,5.17,21,"WA","B97","NPSL B17D2","","",""
"Ridgeview HS Ravens B95",1383,4.26,13.36,9,"OR","B95","","","",""
"PSC Tsunami B96",1383,8.46,6.71,12,"WA","B96","DIII B19M1","","",""
"WPFC White B00",1382,8.47,6.66,41,"WA","B00","RCL B00 Div 1, RCL B00 7v2","","Win RCL B00 Div 1","WYS Championship B00"
"TC United B98",1380,9.11,6.12,24,"WA","B98","PSPL Classic 2 U16","","","Founders Cup B98"
"Victoria Highlanders 2000B",1378,8.76,6.28,8,"BC","2000B","","","",""
"Washington Timbers Burgundy B97",1377,11.69,4.68,30,"WA","B97","PTT HS Premier","","","Founders Cup B97"
"Slammers Orange B99",1377,13.08,4.18,30,"WA","B99","RCL B99 Div 3","","","WYS Presidents Cup B99 Div 1"
"PVSC United B98",1374,9.07,5.89,12,"ID","B98","","","Spr Idaho D3 U15/16 Bracket A U16",""
"Normandy Park FC White B00",1373,7.65,6.94,37,"WA","B00","PSPL Premier U14","","Spr PSPL SuperLeague U14","WA Cup BU14 Gold/Platinum U14"
"LA Galaxy Bakersfield B99",1373,7.78,6.82,11,"CAS","B99","SCDL Fl1 U15","","",""
"LASC Monarcas B98",1372,10.11,5.23,13,"OR","B98","","","Win OYS B98 Premier","OYS Presidents Cup B98"
"SSC Shadow A B00",1372,10.7,4.93,34,"WA","B00","RCL B00 Div 1","","Win RCL B00 Div 2","WYS Championship B00"
"Pateadores LA Blue B98",1372,7.11,7.4,12,"CAS","B98","SCDL Fl1 U16","","",""
"Sawtooth United B97",1372,12.83,4.1,10,"ID","B97","","","Spr Idaho D3 U17 U17",""
"FC Edmonds Forza B99",1368,8.7,5.87,27,"WA","B99","PSPL Classic 2 U15","","","WA Cup U15 Silver U15"
"Sting SC B98",1367,5.89,8.66,9,"ID","B98","","","Spr NWL High School 15/16 U18",""
"3 Rivers Grey B96",1366,8.41,6,10,"WA","B96","PSPL-Inland U19","","",""
"Timber Barons Green B97",1364,8.2,6.1,14,"WA","B97","PTT HS Premier","","",""
"BSC Portland Black-Legends B00",1364,8.88,5.63,29,"OR","B00","PTT B00 Premier","","Spr OYS B00 Premier","OYS State Cup B00"
"Crossfire Oregon Green I B00",1362,9.61,5.13,59,"OR","B00","OPL NPL U14, PTT B00 Premier","","Spr OYS B00 Premier","NWCL U14, OYS State Cup B00"
"Kajumulo FC Tembo B97",1362,7.17,6.86,12,"WA","B97","PSPL Classic 2 U17","","",""
"Tracyton B96",1361,10.92,4.47,22,"WA","B96","NPSL B18D2","","",""
"HSC Fury B99",1361,9.08,5.37,14,"OR","B99","","","Win OYS B99 Div 1",""
"Manhattan Beach Sand and Surf Black B98",1360,8.67,5.58,12,"CAS","B98","SCDL Fl1 U16","","",""
"Eastside FC White B99",1359,9.18,5.24,32,"WA","B99","RCL B99 Div 2","","","WYS Presidents Cup B99 Div 1"
"Pumas 99 UNAM B98",1359,9.77,4.92,21,"WA","B98","PSPL Classic 1 U16","","",""
"Frostbite B97",1359,8.83,5.44,11,"WA","B97","DIII B19M1","","","Founders Cup B97"
"San Diego SC Academy Navy B99",1357,8.7,5.47,12,"CAS","B99","SCDL Fl1 U15","","",""
"Boise Nationals Madrid B00",1356,12.37,3.82,30,"ID","B00","Idaho D3 U14","","Spr Idaho D3 A U14","FWRL00"
"Westside Timbers Samba B97",1356,7.22,6.53,14,"OR","B97","","","",""
"Eastside Timbers Red B01",1355,8.09,5.81,56,"OR","B01","PTT B01 Premier","","Spr OYS B01 Premier","FWRL01, NWCL U13, OYS State Cup B01"
"FC Alliance A B01",1354,7.69,6.07,49,"WA","B01","RCL B01 Div 1","","Win RCL B01 Div 1","FWRL01, NWCL U13, WYS Championship B01"
"Pelada FA Mariposas B98",1354,11.41,4.07,20,"OR","B98","","","Win OYS B98 Div 1",""
"Crossfire Premier B B00",1353,6.57,7.02,40,"WA","B00","RCL B00 Div 2","","Win RCL B00 Div 2","WYS Championship B00"
"LASC Leones Negros B00",1353,10.25,4.49,17,"OR","B00","","","",""
"PCU White B98",1352,8.98,5.1,10,"OR","B98","","","Win OYS B98 Div 1",""
"Central California Aztecs Black B00",1349,7.46,6.03,12,"CAS","B00","SCDL Fl1 U14","","",""
"Emerald City FC White B98",1348,7.88,5.65,22,"WA","B98","PSPL Classic 2 U16","","","WA Cup U16 Silver U16"
"Washington Timbers Forrest B99",1346,8.02,5.49,31,"WA","B99","RCL B99 Div 4","","","WYS Presidents Cup B99 Div 2"
"Pateadores IER B99",1345,8.13,5.36,11,"CAS","B99","SCDL Fl1 U15","","",""
"Academia Leon B00",1344,9.22,4.7,29,"OR","B00","PTT B00 Premier","","","OYS State Cup B00"
"Mukilteo Rush Irish Lions B98",1342,6.69,6.39,29,"WA","B98","NPSL B16D2","","","Founders Cup B98"
"TFA Barcelona OR B00",1341,7.63,5.58,43,"OR","B00","OPL NPL U14","","Spr OPL Chinook Div U14","OPL State Cup U14"
"Three Rivers Hagedorn B99",1341,8.4,5.06,17,"WA","B99","PSPL-Inland U16","","",""
"NWN Red B00",1340,7.57,5.58,44,"WA","B00","RCL B00 Div 2","","Win RCL B00 Div 2","WYS Presidents Cup B00 Div 1"
"Westsound FC Red B97",1340,5.69,7.4,24,"WA","B97","RCL B97 Div 3","","","Founders Cup B97"
"Whatcom Rangers Blue B99",1339,8.32,5.04,40,"WA","B99","RCL B99 Div 3","","","WYS Presidents Cup B99 Div 2"
"WPFC Fury White B98",1335,7.9,5.17,26,"WA","B98","PSPL Classic 1 U16","","","WA Cup U16 Silver U16"
"Pateadores Riverside B01",1335,7.09,5.75,14,"CAS","B01","SCDL Fl1 U13","","",""
"Crossfire Oregon Black B98",1334,9.7,4.16,27,"OR","B98","","","Win OPL National Premier League U16","OPL State Cup U16"
"Seattle United Shoreline Blue B98",1333,7.49,5.38,32,"WA","B98","NPSL B16D1","","","Founders Cup B98"
"Seattle United Samba B00",1330,8.6,4.58,40,"WA","B00","RCL B00 Div 2, RCL B00 7v2","","Win RCL B00 Div 2","WYS Presidents Cup B00 Div 1"
"River Plate SC Barcelona B00",1328,7.97,4.87,17,"OR","B00","OPL NPL U14","","","OPL State Cup U14"
"NPSA Titans A B00",1328,7.46,5.2,31,"WA","B00","PSPL Classic 1 U14","","Spr PSPL SuperLeague 2 U14","WA Cup BU14 Gold/Platinum U14"
"Twin Falls Rapids B99",1327,5.43,7.12,13,"ID","B99","","","Spr Idaho D3 U15/16 Bracket B U16",""
"Mountain United 2001B",1325,7.75,4.92,15,"BC","2001B","","","","FWRL00, NWCL U13"
"Nortac Colibri B00",1323,8.7,4.32,29,"WA","B00","NPSL B14D1","","","WYS Presidents Cup B00 Div 1"
"Pateadores Huntington Beach B01",1322,7.67,4.87,14,"CAS","B01","SCDL Fl1 U13","","",""
"FC Alliance B B98",1322,7.39,5.05,28,"WA","B98","RCL B98 Div 4","","","WYS Presidents Cup B98 Div 2"
"United FC Black B98",1321,8.36,4.44,13,"CAS","B98","SCDL Fl1 U16","","",""
"Vashon Riptide B97",1321,11.49,3.23,12,"WA","B97","NPSL B17D2","","",""
"UPSC Fire B98",1318,7.14,5.07,14,"WA","B98","DIII B16CO","","",""
"Westside Timbers Copa TS B99",1318,7.07,5.13,14,"OR","B99","","","",""
"Salem Chelsea B00",1316,9.54,3.76,59,"OR","B00","PTT B00 Premier","","Spr OYS B00 Premier","FWRL00, OYS State Cup B00"
"ETFC Celtic Red B99",1313,7.29,4.8,19,"OR","B99","","","Win OYS B99 Div 1","OYS Presidents Cup B99"
"GPYSC Adrenaline B99",1312,9.95,3.5,14,"OR","B99","","","Win OYS B98 Div 1",""
"Harbor Premier Green B98",1312,7.29,4.76,26,"WA","B98","RCL B98 Div 4","","","WYS Presidents Cup B98 Div 2"
"South Tacoma United Nunez B99",1311,9.95,3.48,13,"WA","B99","DIII B15D1","","","Founders Cup B99"
"MRFC White B98",1310,7.89,4.36,25,"WA","B98","PSPL Copa U16","","","WA Cup U16 Silver U16"
"Whatcom Rangers Blue B98",1310,7.23,4.74,28,"WA","B98","RCL B98 Div 4","","","WYS Presidents Cup B98 Div 2"
"FC Spokane White B97",1303,9.03,3.62,17,"WA","B97","PSPL-Inland U19","","",""
"Washington Timbers Red B00",1303,8.02,4.07,42,"WA","B00","RCL B00 Div 3","","Win RCL B00 Div 2","NWCL U14, WYS Championship B00"
"Sandpoint Strikers B99",1300,7.61,4.22,9,"ID","B99","","","Spr NWL High School 15/16 U18",""
"NSC Fusion B99",1300,5.46,5.86,24,"WA","B99","NPSL B15D2","","",""
"Newport FC Warriors B99",1300,7.28,4.39,31,"WA","B99","NPSL B15D1","","","Founders Cup B99"
"MRFC Blue B99",1299,7.83,4.04,25,"WA","B99","PSPL Classic 2 U15, PSPL North-South Classic 2 U15","","","WA Cup U15 Silver U15"
"Westside Timbers Copa B01",1296,8.87,3.51,57,"OR","B01","PTT B01 Premier","","Spr OYS B01 Premier","FWRL01, NWCL U13, OYS State Cup B01"
"Seattle United S Blue B99",1296,7.01,4.44,26,"WA","B99","NPSL B15D1","","","Founders Cup B99"
"WS Barca B97",1295,7.39,4.19,10,"WA","B97","","","","Founders Cup B97"
"WPFC Black B01",1294,9.39,3.26,43,"WA","B01","RCL B01 Div 1","","Win RCL B01 Div 1","NWCL U13, WYS Championship B01"
"Timber Barons White B97",1293,9.05,3.37,15,"WA","B97","PTT HS Premier","","",""
"THUSC Redstar B98",1293,8.77,3.47,10,"OR","B98","","","Win OPL First Div U18",""
"Westside Timbers Samba B00",1292,5.33,5.7,38,"OR","B00","PTT B00 Premier","","Spr OYS B00 Premier","OYS State Cup B00"
"ETFC Celtic Black B99",1292,6.42,4.71,36,"OR","B99","","","Win OYS B99 Premier","OYS State Cup B99"
"NW United Classic B99",1291,7.35,4.1,25,"WA","B99","PSPL Classic 2 U15","","","WA Cup U15 Silver U15"
"FC Nova SuperNova Black B00",1291,6.4,4.7,27,"ID","B00","Idaho D3 U14","","Spr Idaho D3 A U14","NWCL U14"
"Tynecastle FC B00",1289,7.37,4.01,24,"WA","B00","PSPL Classic 1 U14","","",""
"Crossfire Premier C B98",1288,6.73,4.37,31,"WA","B98","RCL B98 Div 3","","","WYS Presidents Cup B98 Div 1"
"Breakers Brown B99",1288,7.46,3.94,21,"WA","B99","PSPL Classic 1 U15","","",""
"Sabers White B96",1286,8.65,3.37,10,"WA","B96","PSPL-Inland U19","","",""
"PCU Red B00",1286,6.7,4.34,38,"OR","B00","PTT B00 Premier","","Spr OYS B00 Premier","OYS State Cup B00"
"Thelo Pride B99",1285,5.77,4.99,18,"OR","B99","","","Win OPL National Premier League U16","OPL State Cup U15"
"Impact FC Black B99",1284,5.52,5.18,27,"WA","B99","PSPL Classic 2 U15","","","WA Cup U15 Silver U15"
"WPFC Fury Black B00",1283,5.86,4.84,38,"WA","B00","PSPL Classic 1 U14","","Spr PSPL SuperLeague 2 U14","WA Cup BU14 Gold/Platinum U14"
"Gala FC Red B99",1283,5.11,5.55,25,"WA","B99","PSPL Classic 2 U15","","","WA Cup U15 Silver U15"
"PacNW Blue B00",1283,4.53,6.26,47,"WA","B00","RCL B00 Div 3","","Win RCL B00 Div 3","WYS Presidents Cup B00 Div 1"
"Pateadores CM B99",1283,6.39,4.43,12,"CAS","B99","SCDL Fl1 U15","","",""
"ISC Gunners Select B97",1283,6.28,4.51,23,"WA","B97","NPSL B17D2","","","Founders Cup B97"
"FC Spokane Black B99",1281,4.75,5.91,21,"WA","B99","PSPL Classic 1 U15","","",""
"Sting SC Manchester B00",1281,6.66,4.21,39,"ID","B00","PSPL Premier U14","","Spr PSPL SuperLeague 2 U14, Spr NWL BU14",""
"Santos FC Beavers Black B00",1281,7.31,3.83,14,"OR","B00","","","",""
"Mukilteo Gators B99",1279,6.62,4.18,12,"WA","B99","NPSL B15D2","","",""
"FC Spokane Black B00",1279,5.3,5.22,54,"WA","B00","PSPL Premier U14","","Spr PSPL SuperLeague 2 U14","NWCL U14"
"Westside Timbers Samba B98",1279,9.13,3.02,14,"OR","B98","","","Win OYS B98 Div 1","OYS Presidents Cup B98"
"South Tacoma United Rivera B99",1278,7.95,3.45,11,"WA","B99","DIII B15D1","","",""
"Nortac Cobras B98",1277,8.01,3.41,12,"WA","B98","DIII B16CO","","",""
"ISC Gunners A B99",1277,5.97,4.56,22,"WA","B99","PSPL Classic 2 U15","","",""
"CSC Storm B99",1275,5.81,4.62,14,"OR","B99","","","Win OYS B99 Div 1","OYS Presidents Cup B99"
"Crossfire Yakima B01",1273,4.31,6.17,32,"WA","B01","RCL B01 Div 4","","Win RCL B01 Div 3","WYS Championship B01"
"MpVSA Puma Pursuit B98",1273,6.36,4.17,10,"WA","B98","DIII B16CO","","",""
"FC Portland White B99",1272,7.49,3.51,21,"OR","B99","","","Win OPL National Premier League U16","OPL State Cup U15"
"Fuerza FC Academy B95",1271,7.24,3.61,20,"WA","B95","PSPL Classic 1 U19","","",""
"Walla Walla United Puma B95",1268,9.29,2.77,10,"WA","B95","PSPL-Inland U19","","",""
"Chelsea SC Blue B01",1267,7.33,3.48,14,"CAS","B01","SCDL Fl1 U13","","",""
"ASE Royal United B99",1267,6.55,3.89,18,"WA","B99","PSPL-Inland U16","","",""
"San Carlos Chivas B00",1260,8.69,2.79,24,"WA","B00","PSPL Classic 1 U14","","",""
"Capital FC Timbers Red B00",1260,6.81,3.56,36,"OR","B00","PTT B00 Premier","","Spr OYS B00 Premier","OYS State Cup B00"
"PCU Black B97",1260,5.07,4.77,18,"OR","B97","","","Win OYS B98 Div 1",""
"ISC Gunners B B98",1258,4.74,5.05,25,"WA","B98","PSPL Classic 2 U16","","","WA Cup U16 Silver U16"
"Seattle United S Gold B00",1258,6.35,3.76,21,"WA","B00","NPSL B14D1","","","Founders Cup B00"
"Manhattan Beach Sand and Surf Black B01",1257,6.79,3.49,14,"CAS","B01","SCDL Fl1 U13","","",""
"Fusion FC 2001B",1255,6.15,3.82,8,"BC","2001B","","","","FWRL00"
"River Plate SC 24K NPS A B01",1255,8.95,2.62,36,"OR","B01","PTT B01 Premier","","","FWRL01, OYS State Cup B01"
"FC Edmonds Fury B00",1254,6.24,3.74,36,"WA","B00","PSPL Classic 1 U14","","Spr PSPL SuperLeague 2 U14","WA Cup BU14 Gold/Platinum U14"
"Crossfire Select Button B00",1254,5.9,3.94,30,"WA","B00","NPSL B14D1","","","Founders Cup B00"
"Westside Timbers Copa TS B00",1254,7.81,2.97,36,"OR","B00","PTT-B B00 Championship","","Spr OYS B00 Premier","OYS Presidents Cup B00"
"Crossfire Oregon Green II B00",1252,7.17,3.19,43,"OR","B00","OPL NPL U14","","Spr OPL Chinook Div U14","OPL State Cup U14"
"River Plate SC Halcones B00",1252,8.39,2.73,23,"OR","B00","OPL NPL U14","","Spr OPL Chinook Div U14","OPL State Cup U14"
"Pacific FC Blue B00",1251,6.51,3.49,31,"WA","B00","OPL NPL U14","","","WA Cup BU14 Gold/Platinum U14"
"Blackhills FC Black B00",1250,7.41,3.06,38,"WA","B00","RCL B00 Div 3, RCL B00 7v2","","Win RCL B00 Div 3","WYS Presidents Cup B00 Div 1"
"Whatcom Rangers Gold B01",1250,7.06,3.21,33,"WA","B01","RCL B01 Div 2","","Win RCL B01 Div 1","WYS Championship B01"
"Capital FC Timbers Black Barcelona B99",1250,4.55,4.98,15,"OR","B99","","","Win OYS B99 Div 1","OYS Presidents Cup B99"
"Washington Timbers Red B01",1250,6.57,3.44,41,"WA","B01","PTT B01 Premier","","Spr OYS B01 Premier","NWCL U13, OYS State Cup B01"
"Cascade FC Green B98",1249,3.63,6.17,27,"WA","B98","PSPL Classic 1 U16","","","WA Cup U16 Gold U16"
"Kent United Green B00",1248,5.2,4.28,43,"WA","B00","NPSL B14D1","","Win RCL B00 Div 4","WYS Presidents Cup B00 Div 1"
"Pullman Pumas B95",1246,8.67,2.54,10,"WA","B95","PSPL-Inland U19","","",""
"RVSC Timbers Red B00",1245,5.95,3.66,34,"OR","B00","PTT B00 Premier","","Spr OYS B00 Premier","OYS State Cup B00"
"Pacific FC United B99",1244,8.46,2.57,23,"WA","B99","PTT B99 Premier","","",""
"Slammers FC HB B01",1244,8.12,2.67,13,"CAS","B01","SCDL Fl1 U13","","",""
"South Tacoma United Esquivel B98",1243,7.54,2.86,10,"WA","B98","DIII B16CO","","",""
"Eastside Timbers Black B01",1243,5.78,3.72,25,"OR","B01","PTT B01 Premier","","Spr OYS B01 Premier","OYS State Cup B01"
"Silver Lake Blasters B99",1242,6.17,3.48,12,"WA","B99","NPSL B15D2","","",""
"Snohomish United Black B00",1239,5.75,3.65,45,"WA","B00","RCL B00 Div 2","","Win RCL B00 Div 3","WYS Presidents Cup B00 Div 1"
"Seattle United NE Blue B00",1239,5.53,3.79,34,"WA","B00","NPSL B14D1","","Spr NPSL B14D1","Founders Cup B00"
"Sandpoint Strikers B00",1239,5.02,4.17,23,"ID","B00","NWL BU14","","Spr NWL BU14",""
"Crossfire Oregon Green II B99",1237,5.65,3.66,25,"OR","B99","","","Win OPL National Premier League U16","OPL State Cup U15"
"ASE Navy B99",1235,5.21,3.92,17,"WA","B99","PSPL-Inland U16","","",""
"FC West Inter B01",1235,4.78,4.26,46,"OR","B01","OPL NPL U13","","Spr OPL Hoodoo Div U13","NWCL U13, OPL State Cup U13"
"Seattle United Copa B02",1229,3.83,5.11,38,"WA","B02","RCL B02 Div 1","","Win RCL B02 Div 1","NWCL U12, WYS Championship B02"
"FC Alliance B B00",1229,5.87,3.33,45,"WA","B00","RCL B00 Div 3","","Win RCL B00 Div 3","WYS Presidents Cup B00 Div 2"
"Real So Cal White B98",1228,4.15,4.69,13,"CAS","B98","SCDL Fl1 U16","","",""
"Eastside Timbers Black B99",1227,5.27,3.67,18,"OR","B99","","","Win OYS B99 Div 1","OYS Presidents Cup B99"
"Eastside FC Blue B00",1226,4.72,4.05,40,"WA","B00","RCL B00 Div 3","","Win RCL B00 Div 3","WYS Presidents Cup B00 Div 2"
"Boise Nationals Hotspur B99",1224,4.14,4.58,14,"ID","B99","","","Spr Idaho D3 U15/16 Bracket B U16",""
"WA Rush B99",1224,5.51,3.44,36,"WA","B99","RCL B99 Div 4","","","WYS Presidents Cup B99 Div 2"
"PacNW White B99",1224,5.26,3.6,35,"WA","B99","RCL B99 Div 4","","","WYS Presidents Cup B99 Div 2"
"Breakers Black B00",1219,6.27,2.91,34,"WA","B00","PSPL Premier U14","","Spr PSPL SuperLeague 2 U14",""
"NSC Thunder B99",1218,4.63,3.91,21,"WA","B99","NPSL B15D1","","",""
"Crossfire Premier C B99",1217,4.79,3.77,31,"WA","B99","RCL B99 Div 4","","","WYS Presidents Cup B99 Div 2"
"Sabers Ennis B98",1217,5.51,3.27,13,"WA","B98","PSPL-Inland U16","","",""
"FC Portland White B00",1217,4.5,3.99,16,"OR","B00","OPL NPL U14","","","OPL State Cup U14"
"NK Young Casuals B99",1216,7.34,2.44,16,"WA","B99","NPSL B15D2","","",""
"NW United Classic B98",1216,4.98,3.58,19,"WA","B98","PSPL Copa U16","","",""
"South Los Angeles United Academy B99",1215,4.11,4.31,12,"CAS","B99","SCDL Fl1 U15","","",""
"South Whidbey Reign B97",1214,3.35,5.26,12,"WA","B97","NPSL B17D2","","",""
"Eastside FC Red B01",1213,4.77,3.66,45,"WA","B01","RCL B01 Div 1","","Win RCL B01 Div 1","FWRL01, NWCL U13, WYS Championship B01"
"Washington Timbers Green B00",1212,6.45,2.7,40,"WA","B00","RCL B00 Div 4","","Win RCL B00 Div 4","WYS Presidents Cup B00 Div 2"
"FWFC Blue B00",1212,4.29,4.05,39,"WA","B00","RCL B00 Div 3, RCL B00 7v2","","Win RCL B00 Div 3","WYS Presidents Cup B00 Div 1"
"TUSK Bullets B99",1209,7.16,2.38,18,"WA","B99","NPSL B15D2","","",""
"Impact FC Black B98",1209,4.91,3.47,17,"WA","B98","PSPL Classic 2 U16","","",""
"Seattle United W Blue B99",1207,6.76,2.48,23,"WA","B99","NPSL B15D2","","","Founders Cup B99"
"Santos FC Halcones B00",1207,3.71,4.51,17,"OR","B00","PTT B00 Premier","","",""
"LA Galaxy South Bay Navy B01",1203,4.15,3.92,13,"CAS","B01","SCDL Fl1 U13","","",""
"SGESC Fusion Inferno B99",1203,5.29,3.08,21,"WA","B99","PSPL Copa U15","","","WA Cup U15 Silver U15"
"FWFC Byquist B98",1202,5.76,2.81,8,"WA","B98","DIII B16CO","","",""
"Snohomish United Red B99",1201,8.24,1.96,27,"WA","B99","RCL B99 Div 4, RCL B99 7V2","","","WYS Presidents Cup B99 Div 2"
"Slammers Orange B00",1200,3.48,4.61,42,"WA","B00","RCL B00 Div 3","","Win RCL B00 Div 4","WYS Presidents Cup B00 Div 2"
"Edmond Premier Titans B97",1199,5.02,3.15,16,"WA","B97","PSPL Classic 2 U17","","",""
"LA Galaxy Bakersfield B01",1193,5.7,2.67,14,"CAS","B01","SCDL Fl1 U13","","",""
"Crossfire Alaska ADP 2001B",1193,3.36,4.52,12,"AK","2001B","","","","FWRL00"
"Fuerza FC Academy B00",1192,5.26,2.87,39,"WA","B00","PSPL Classic 1 U14","","Spr PSPL Classic 1 U14","WA Cup BU14 Gold/Platinum U14"
"Emerald City FC White B99",1191,5.72,2.63,31,"WA","B99","PSPL Copa U15","","Spr PSPL Classic 3 U14","WA Cup U15 Silver U15"
"Crossfire Premier C B00",1189,5.75,2.57,42,"WA","B00","RCL B00 Div 3","","Win RCL B00 Div 3","WYS Presidents Cup B00 Div 1"
"Cheney Storm Lamphere B96",1186,4.35,3.34,10,"WA","B96","PSPL-Inland U19","","",""
"Salem Chelsea B01",1184,5.49,2.61,34,"OR","B01","PTT B01 Premier","","Spr OYS B01 Premier","OYS State Cup B01"
"NWN Blue B99",1183,3.01,4.72,29,"WA","B99","RCL B99 Div 4","","","WYS Presidents Cup B99 Div 2"
"TC United B99",1179,4.7,2.94,24,"WA","B99","PSPL Copa U15","","","Founders Cup B99"
"NSC Impact B00",1179,4.13,3.34,30,"WA","B00","NPSL B14D1","","","Founders Cup B00"
"FC West Halcones B00",1178,4.77,2.89,8,"OR","B00","","","",""
"Harbor Premier Green B99",1176,4.72,2.87,34,"WA","B99","RCL B99 Div 3","","","WYS Presidents Cup B99 Div 2"
"Wenatchee Fire Black B00",1175,5.49,2.46,29,"WA","B00","PSPL Classic 1 U14","","Spr PSPL Classic 2 U14","WA Cup BU14 Gold/Platinum U14"
"Washington Timbers Crimson B98",1175,6.51,2.06,16,"WA","B98","","","","Founders Cup B98"
"Breakers Chester B99",1173,3.79,3.49,20,"WA","B99","PSPL-Inland U16","","",""
"WPFC Fury White B96",1172,4.21,3.12,17,"WA","B96","PSPL Classic 1 U19","","","WA Cup U18/19 Gold/Silver U19"
"Pumas-Mossyrock B00",1170,5.28,2.45,35,"WA","B00","PSPL Classic 1 U14","","Spr PSPL Classic 1 U14",""
"BIFC Blue B00",1167,4.25,2.99,42,"WA","B00","RCL B00 Div 2","","Win RCL B00 Div 3","WYS Presidents Cup B00 Div 2"
"SCORE Eagles Red B00",1166,3.99,3.18,19,"WA","B00","NPSL B14D3","","",""
"Fusion FC 2002B",1165,4.74,2.66,10,"BC","2002B","","","",""
"Downtown SC B01",1165,5.25,2.39,14,"CAS","B01","SCDL Fl1 U13","","",""
"Thelo Atlas B00",1164,4.89,2.54,41,"OR","B00","OPL 1st Div U14","","Spr OPL Clatskanie Div U14","Directors Cup OPL Silver U14"
"Highline Premier Red B99",1163,3.55,3.49,26,"WA","B99","PSPL Classic 2 U15","","","WA Cup U15 Silver U15"
"Kitsap Alliance FC Red B00",1162,3.82,3.22,41,"WA","B00","RCL B00 Div 4","","Win RCL B00 Div 4","WYS Presidents Cup B00 Div 2"
"WPFC Navy B00",1162,5.62,2.18,49,"WA","B00","RCL B00 Div 4","","Win RCL B00 Div 4","WYS Presidents Cup B00 Div 2"
"Crossfire Premier A B02",1161,3.53,3.46,38,"WA","B02","RCL B02 Div 1","","Win RCL B02 Div 1","WYS Championship B02"
"XiFA 2018 B99",1161,3.97,3.07,22,"WA","B99","PSPL-Inland U16","","",""
"TBSC Arsenal FC B98",1160,4.08,2.96,19,"WA","B98","NPSL B16D2","","","Founders Cup B98"
"Storm King B99",1159,4.61,2.62,15,"WA","B99","NPSL B15D2","","",""
"NK Force B99",1158,4.3,2.79,25,"WA","B99","PSPL Classic 2 U15","","",""
"Whatcom Rangers Blue B00",1156,3.14,3.75,44,"WA","B00","RCL B00 Div 4, RCL B00 7v2","","Win RCL B00 Div 4","WYS Presidents Cup B00 Div 2"
"Eastside FC Blue B99",1147,4.42,2.51,30,"WA","B99","RCL B99 Div 4","","","WYS Presidents Cup B99 Div 2"
"River Plate SC 24K RPSC B B01",1147,6.1,1.82,28,"OR","B01","OPL NPL U13","","Spr OPL Hoodoo Div U13","OPL State Cup U13"
"IEYSA Newport FC Thomas B97",1147,4.72,2.34,10,"WA","B97","PSPL-Inland U19","","",""
"ASE Emerald B00",1145,3.83,2.85,34,"WA","B00","PSPL Classic 1 U14","","Spr PSPL Classic 1 U14","WA Cup BU14 Gold/Platinum U14, WA Cup BU14 Silver/Bronze U14"
"Cascade FC B99",1144,3.5,3.09,26,"WA","B99","PSPL Classic 2 U15","","","WA Cup U15 Silver U15"
"Crossfire Select Greenwalt B00",1140,3.73,2.84,32,"WA","B00","NPSL B14D1","","","Founders Cup B00"
"Seattle United Tango B01",1140,3.83,2.75,43,"WA","B01","RCL B01 Div 2","","Win RCL B01 Div 2","WYS Presidents Cup B01 Div 1"
"Pumas 01 UNAM B00",1137,4.99,2.08,36,"WA","B00","PSPL Classic 2 U14","","Spr PSPL Classic 3 U14","WA Cup BU14 Silver/Bronze U14"
"Newport FC Raiders B98",1137,6.1,1.7,19,"WA","B98","NPSL B16D2","","","Founders Cup B98"
"ISC Gunners B B00",1137,4.24,2.43,38,"WA","B00","PSPL Classic 1 U14","","Spr PSPL Classic 2 U14",""
"WPFC White B01",1136,3.33,3.08,38,"WA","B01","RCL B01 Div 1","","Win RCL B01 Div 2","WYS Championship B01"
"Eastside Timbers Red B02",1134,3.22,3.15,57,"OR","B02","PTT B02 Premier","","Spr OYS B02 Premier","FWRL02, NWCL U12, OYS State Cup B02"
"BSC Portland Gold-Tiempo B00",1134,3.67,2.76,36,"OR","B00","PTT-B B00 Championship","","Spr OYS B00 Div 1","OYS Presidents Cup B00"
"SSC Shadow A B01",1132,4.85,2.06,37,"WA","B01","RCL B01 Div 1, RCL B01 7V2","","Win RCL B01 Div 1","WYS Championship B01"
"3 Rivers Black B01",1130,2.2,4.49,35,"WA","B01","RCL B01 Div 3","","Win RCL B01 Div 3","WYS Presidents Cup B01 Div 2"
"Washington Timbers Crimson B99",1129,3.73,2.63,36,"WA","B99","PTT B99 Premier","","","Founders Cup B99"
"SCORE En Fuego B98",1128,4.47,2.17,12,"WA","B98","NPSL B16D2","","",""
"FWFC White B97",1126,5.2,1.85,12,"WA","B97","NPSL B17D2","","",""
"SSC Shadow United B99",1122,6.57,1.41,21,"WA","B99","PSPL-Inland U16","","",""
"Wenatchee Fire White B98",1120,3.9,2.36,18,"WA","B98","PSPL Classic 2 U16","","",""
"HSC Lokomotiv B00",1120,3.41,2.7,33,"OR","B00","PTT-B B00 Timbers Div 1","","Spr OYS B00 Div 2","OYS Presidents Cup B00"
"FC West Vikings B00",1120,3.8,2.41,33,"OR","B00","OPL 1st Div U14","","Spr OPL Clatskanie Div U14",""
