"team","total","attack","defense","n.games","region","age","fall.league","other"
"Eagles SC G01",1734,20.77,31.27,52,"CAS","G01","CalSouth CSL Gold",""
"Real Colorado National G01",1722,17.52,34.02,38,"CO","G01","CO Super League",""
"Legends FC G01",1658,15.37,24.88,55,"CAS","G01","CalSouth DSL1",""
"So Cal Blues Baker G01",1652,30.39,12.1,57,"CAS","G01","CalSouth DSL1",""
"Creeks Soccer Kursh Elite G01",1634,18.09,17.89,10,"FL","G01","",""
"WPFC pre-ECNL G01",1583,15.68,14.48,47,"WA","G01","RCL 1","NWCL"
"San Diego Surf SC EGSL Academy G01",1582,15.65,14.47,45,"CAS","G01","CalSouth DSL1",""
"Crossfire Premier A Schmetzer G01",1577,13.29,16.47,52,"WA","G01","RCL 1","NWCL"
"Sporting BV Juventus G01",1576,19.22,11.28,8,"KS","G01","",""
"LA Galaxy South Bay Elite G01",1572,14.63,14.39,52,"CAS","G01","CalSouth DSL1",""
"Hawaii Surf 01 G00",1565,18.38,10.9,13,"HI","G00","",""
"Fullerton Rangers White G01",1564,14.92,13.4,51,"CAS","G01","CalSouth CSL Gold",""
"Seattle United Copa G01",1554,16.49,11.26,47,"WA","G01","RCL 1","NWCL"
"West Coast FC G01",1548,14.89,12,58,"CAS","G01","CalSouth DSL1",""
"Mustang Legends G01",1541,12.37,13.79,48,"CAN","G01","EGSL North",""
"Minnesota Thunder 02 Academy G01",1534,11.99,13.54,11,"MN","G01","",""
"Arizona Arsenal 02 Teal G01",1524,13.4,11.32,39,"AZ","G01","AZSL 1",""
"Rebels Soccer Club Gold Marquez G01",1523,13.57,11.1,56,"CAS","G01","Presidio SDDA 1",""
"Anaheim Surf White G01",1513,12.19,11.47,59,"CAS","G01","CalSouth DSL1",""
"Legends FC Orange County G01",1512,4.4,31.61,11,"CAS","G01","CalSouth CSL Gold",""
"Davis Legacy Red G01",1502,10.48,12.39,64,"CAN","G01","NorCal Premier",""
"Arsenal FC G01",1499,9.35,13.64,44,"CAS","G01","CalSouth DSL1",""
"MVLA Avalanche Blue G01",1495,15.39,8.03,34,"CAN","G01","EGSL North","CalNorth CRL"
"Real So Cal White G01",1492,11.83,10.22,51,"CAS","G01","CalSouth DSL1",""
"FC Elk Grove 02 Platinum 1 G01",1477,12.88,8.45,37,"CAN","G01","NorCal Premier",""
"PacNW Maroon G01",1476,14.24,7.61,47,"WA","G01","RCL 1",""
"Arizona Arsenal 03 Premier Teal G02",1466,5.48,18.52,8,"AZ","G02","",""
"Colorado Rush Rush G01",1466,15.61,6.49,39,"CO","G01","CO Super League",""
"Sting 02 Higginbotham G01",1464,3.63,27.47,10,"TX","G01","",""
"CDA Slammers Melendez G01",1463,9.91,10,49,"CAS","G01","CalSouth DSL1",""
"Heat FC 02 RM G01",1456,11.93,7.89,47,"NV","G01","SSGSL Platinum U14",""
"Arsenal FC Brown G02",1454,14.42,6.45,12,"CAS","G02","",""
"Celtic Storm 02 Premier G01",1452,12.25,7.48,47,"UT","G01","Utah Premier 1",""
"Hawaii Surf 02 White G01",1451,11.99,7.6,32,"HI","G01","Oahu League Premier",""
"USA Stars 02 A G01",1450,9.12,9.92,46,"CAN","G01","CalNorth CRL",""
"Carlsbad United FC Elite G01",1446,10.8,8.14,41,"CAS","G01","CalSouth CSL Gold",""
"Legends FC Gold G01",1440,9.8,8.59,42,"CAS","G01","CalSouth DSL1",""
"Scottsdale Soccer 02 Blackhawks Shank G01",1437,9.12,9.09,57,"AZ","G01","AZSL 1",""
"Leahi 02 Blue G01",1429,9.73,8.05,30,"HI","G01","Oahu League Premier",""
"La Roca FC Premier FD G01",1428,11.52,6.75,54,"UT","G01","Utah Premier 1",""
"CFC Red G01",1418,8.94,8.1,54,"OR","G01","Thorns Premier","NWCL"
"Honolulu SC 02 Bulls G01",1418,8,9.05,33,"HI","G01","Oahu League Premier",""
"Eagles SC White G01",1413,9.94,7.05,59,"CAS","G01","CalSouth CSL Gold",""
"Hawaii Rush 02 Rush G01",1409,9.78,6.97,39,"HI","G01","Oahu League Premier",""
"Colorado Storm 02 North Royal G01",1406,9.8,6.81,42,"CO","G01","CO Super League",""
"San Juan SC 02 Spirits Jr ECNL G01",1405,9.4,7.07,44,"CAN","G01","EGSL North",""
"So Cal Blues Kale G01",1404,7.15,9.22,54,"CAS","G01","CalSouth DSL1",""
"FRAM Soccer Club G01",1402,8.66,7.5,45,"CAS","G01","CalSouth CSL Gold",""
"De Anza Force Blue G01",1400,13.27,4.83,70,"CAN","G01","EGSL North","NorCal Premier"
"FC Portland pre-ECNL G01",1400,8.82,7.24,52,"OR","G01","OPL NPL","NWCL"
"Strikers FC pre-ECNL G01",1397,6.87,9.13,45,"CAS","G01","CalSouth DSL1",""
"Lake Forest SA Select G01",1397,8.15,7.67,8,"IL","G01","",""
"BYSC Corona United Blue G01",1396,9.2,6.76,37,"CAS","G01","CalSouth CSL Gold",""
"Hawaii Surf 03 White G02",1395,12.31,5.02,11,"HI","G02","",""
"Slammers FC pre-ECNL G01",1389,7.44,7.95,47,"CAS","G01","CalSouth DSL1",""
"Colorado Rush SPI Select G01",1386,8.62,6.73,8,"CO","G01","",""
"Downey FC City G01",1385,8.94,6.47,55,"CAS","G01","CalSouth CSL Gold",""
"Rio Rapids SC 02 Rio G01",1384,8.52,6.74,25,"NM","G01","Duke City League U14",""
"Beach FC Gold G01",1384,6.56,8.71,62,"CAS","G01","CalSouth DSL2",""
"Pride SC 02 Predators G01",1383,6.75,8.4,35,"CO","G01","CO Premier 1",""
"FC Golden State G01",1381,9.56,5.85,49,"CAS","G01","CalS CSL Silver Elite",""
"MFC Red Stars G01",1378,10.64,5.15,60,"CAN","G01","NorCal Premier","CalNorth CRL"
"Broomfield Blast 02 Red G01",1372,5.49,9.6,44,"CO","G01","CO Premier 2",""
"SC Del Sol 02 Lester G01",1370,7.38,7.06,39,"AZ","G01","AZSL 1",""
"ETFC Cypress Black G01",1367,7.85,6.5,50,"OR","G01","Thorns Premier","NWCL"
"Sereno SC 02 Chelsea G01",1366,8.22,6.16,46,"AZ","G01","AZSL 1",""
"San Diego SC Academy Navy G01",1364,7.12,7.02,50,"CAS","G01","CalSouth DSL1",""
"IE Surf Sandquist G01",1363,6.43,7.72,43,"CAS","G01","CalS CSL Silver Elite",""
"West Coast FC United Blue G01",1361,9.03,5.43,36,"CAS","G01","CalSouth DSL1",""
"Hawaii Surf 02 Blue G01",1351,7.52,6.08,14,"HI","G01","Oahu League Select 2",""
"Liverpool Premier Burton G01",1348,6.84,6.53,58,"CAS","G01","Presidio SDDA 1",""
"LA Premier FC G01",1346,7.24,6.08,56,"CAS","G01","CalS CSL Silver Elite",""
"MVLA Avalanche Black G01",1345,7.79,5.6,44,"CAN","G01","NorCal Premier",""
"FC Warriors Blue G01",1343,7.96,5.43,62,"NV","G01","NV Summit",""
"Pleasanton Rage Premier G01",1342,5.84,7.33,37,"CAN","G01","EGSL North",""
"Santa Monica United G01",1342,6.22,6.88,58,"CAS","G01","CalS CSL Silver",""
"Eastside FC Red G01",1341,7.28,5.86,43,"WA","G01","RCL 1","NWCL"
"Legends FC Black G01",1341,7.93,5.35,46,"CAS","G01","CalSouth DSL1",""
"Westside Breakers White G01",1336,7.04,5.84,40,"CAS","G01","CalSouth DSL1",""
"Colorado Storm 02 Copa G01",1335,5.67,7.19,42,"CO","G01","CO Super League",""
"Utah Soccer Alliance 02 Red G01",1329,7.94,4.94,60,"UT","G01","Utah Premier 1",""
"Albion SC White G01",1328,8.03,4.86,50,"CAS","G01","Presidio SDDA 1",""
"Arsenal FC San Diego Elite G01",1321,4.86,7.6,50,"CAS","G01","CalSouth DSL1",""
"SSC Shadow A G01",1321,7.9,4.68,35,"WA","G01","RCL 2",""
"Irvine Slammers Woodcock - FC Blades G01",1320,6.17,5.95,55,"CAS","G01","CalSouth DSL1",""
"Ka Oi Quest G00",1312,7.58,4.58,18,"HI","G00","",""
"EBU Bay Oaks Gold Bombers G01",1312,4.66,7.45,51,"CAN","G01","NorCal Premier",""
"Juventus SC Regazze G01",1311,6.79,5.08,41,"CAN","G01","CalNorth CRL",""
"WUSC Levante White G01",1309,4.84,7.04,39,"OR","G01","OPL NPL",""
"Legends FC White G01",1309,6.07,5.59,62,"CAS","G01","CalSouth DSL2",""
"Real Colorado Edge 02 Select G01",1306,8.37,3.98,43,"CO","G01","CO Premier 1",""
"FC Nova Pink G01",1306,5.7,5.84,39,"ID","G01","IYSA D3-A","NWCL"
"Real Colorado Olympico G01",1303,5.78,5.66,25,"CO","G01","CO Premier 1",""
"WA Rush Rush G01",1302,5.11,6.36,50,"WA","G01","RCL 1","NWCL"
"LV Premier Soccer Academy 02 Black G01",1298,6.26,5.05,53,"NV","G01","NV Summit","SSGSL Platinum"
"Arsenal Colorado Gold G01",1298,5.92,5.33,34,"CO","G01","CO Super League",""
"Sacramento United Extreme Red G01",1297,5.18,6.05,43,"CAN","G01","NorCal Premier",""
"La Roca FC South Premier EG G01",1297,6.18,5.05,46,"UT","G01","Utah Premier 1",""
"Santa Rosa United Earthquakes G01",1295,6.8,4.56,47,"CAN","G01","EGSL North",""
"West Coast FC United G01",1291,8.13,3.69,37,"CAS","G01","CalSouth DSL1",""
"Claremont Stars G01",1288,5.71,5.15,36,"CAS","G01","CalSouth CSL Gold",""
"FC Boulder Elite G01",1287,6.78,4.31,36,"CO","G01","CO Super League",""
"Arsenal FC South G01",1285,5.92,4.89,49,"CAS","G01","CalSouth DSL1",""
"FC Deportivo Norwalk United G01",1282,4.96,5.71,50,"CAS","G01","CalS CSL Silver Elite",""
"Simi Valley Eclipse G01",1278,4.83,5.69,41,"CAS","G01","CalSouth CSL Gold",""
"Santa Clara Sporting Green G01",1276,7.04,3.85,65,"CAN","G01","NorCal Premier","CalNorth CRL"
"Santa Clara Sporting Green G02",1275,5.2,5.16,11,"CAN","G02","CalNorth CCSL Gold",""
"Beach FC Redondo G01",1268,6.2,4.13,41,"CAS","G01","CalSouth DSL2",""
"Placer United 02 Gold G01",1267,4.82,5.29,41,"CAN","G01","NorCal Premier",""
"Snohomish Black G01",1267,5.98,4.26,47,"WA","G01","RCL 2","NWCL"
"Elite FC 02 Phasers G01",1264,7.88,3.17,23,"NM","G01","Duke City League U14",""
"San Mateo County Star Gold SBL G01",1262,7.19,3.42,48,"CAN","G01","NorCal Premier",""
"Crossfire Alaska 02 G01",1262,5.52,4.45,26,"AK","G01","",""
"Union FC Black G01",1260,5.07,4.79,34,"UT","G01","Utah Premier 1",""
"Arsenal FC EGSL Duncan G01",1260,5.05,4.79,51,"CAS","G01","CalSouth CSL Gold",""
"Santa Rosa United Thunder G02",1258,4.98,4.81,13,"CAN","G02","",""
"Coastal FC 2002G",1256,5.91,4,26,"BC","2002G","BCSPL",""
"Eastside Timbers Celta Vigo G01",1256,6.2,3.81,57,"OR","G01","Thorns Premier",""
"Colorado Storm 02 Select G01",1254,5.98,3.88,35,"CO","G01","CO Premier 1",""
"Matrix FC Elite Aviles G01",1254,6.75,3.44,57,"CAS","G01","Presidio SDDA 2",""
"Coronado YSL Select G01",1254,4.88,4.76,39,"CAS","G01","Presidio SDDA 1",""
"Pateadores IER -Los Gauchos SC G01",1251,5.01,4.54,55,"CAS","G01","CalSouth DSL2",""
"High Desert Premier Real Madrid G01",1247,7.78,2.85,30,"CAS","G01","CalS CSL Silver Elite",""
"San Diego Surf SC Academy Wood G01",1247,4.17,5.32,58,"CAS","G01","CalSouth DSL1",""
"Omaha FC Elite G01",1245,4.5,4.87,9,"NE","G01","",""
"Sherman Oaks Extreme G01",1245,5.29,4.14,41,"CAS","G01","CalSouth DSL2",""
"Utah Avalanche 02 Black North G01",1244,6.7,3.24,40,"UT","G01","Utah Premier 1",""
"Albion SC OC G01",1243,6.17,3.5,44,"CAS","G01","CalS CSL Silver Elite",""
"Hotspurs Academy G01",1243,4.97,4.33,41,"CAS","G01","Presidio SDDA 1",""
"Encinitas Express Soccer White G01",1243,5.62,3.83,43,"CAS","G01","Presidio SDDA 1",""
"Castro Valley United Green G01",1242,5.12,4.17,48,"CAN","G01","NorCal Premier",""
"Pateadores HB Cantu G01",1238,4.23,4.94,47,"CAS","G01","CalSouth DSL2",""
"THUSC Element G01",1238,4.43,4.71,55,"OR","G01","OPL NPL","NWCL"
"BYSC Corona United White G01",1237,5.06,4.1,44,"CAS","G01","CalS CSL Silver",""
"South Slammers Vaught G01",1237,4.73,4.36,62,"CAS","G01","CalSouth DSL1",""
"Carlsbad United FC Premier 1 G01",1236,4.89,4.2,55,"CAS","G01","Presidio SDDA 1",""
"Santa Barbara SC White G01",1235,5.64,3.62,42,"CAS","G01","CalS CSL Silver Elite",""
"Crossfire Alaska 02 North G01",1235,4.91,4.17,12,"AK","G01","UAYSL",""
"ACC Mavericks Dynamite G01",1235,4.73,4.32,44,"CAN","G01","NorCal Premier",""
"Coastal FC 2001G",1234,3.37,6.02,25,"BC","2001G","BCSPL",""
"California Football Academy San CLemente G01",1233,5.16,3.91,36,"CAS","G01","CalS CSL Silver",""
"Strikers FC OC Black G01",1227,5.21,3.71,38,"CAS","G01","CalSouth DSL1",""
"California Cougars G01",1227,4.41,4.37,55,"CAN","G01","NorCal Premier",""
"Arizona Hammers 02 Leon G01",1225,5.53,3.43,40,"AZ","G01","AZSL 2",""
"IE Surf Graff G01",1223,3.84,4.88,44,"CAS","G01","CalS CSL Silver Elite",""
"Real SoCal SCV G01",1218,4.25,4.25,55,"CAS","G01","CalSouth DSL2",""
"Galaxy Blues 02 G01",1218,5.21,3.47,53,"CAN","G01","NorCal Premier",""
"Washington Timbers Red G01",1216,4.74,3.78,55,"WA","G01","Thorns Premier","NWCL"
"Fullerton Rangers Blue G01",1215,5.25,3.38,46,"CAS","G01","CalS CSL Silver Elite",""
"Utah Storm G01",1214,5.1,3.45,35,"UT","G01","Utah D1",""
"Del Mar Carmel Valley Sharks White G01",1213,5.03,3.48,37,"CAS","G01","Presidio SDDA 2",""
"Walnut Creek Infinity G01",1210,4.14,4.16,53,"CAN","G01","NorCal Premier",""
"Celtic Academy G01",1210,4.73,3.64,22,"CAS","G01","CalSouth CSL Gold",""
"LV Premier Soccer Academy 02 Red G01",1210,3.89,4.41,54,"NV","G01","SSGSL Platinum",""
"WPFC Black G01",1210,5.5,3.11,47,"WA","G01","RCL 2",""
"Ventura County Fusion G02",1209,5.44,3.13,8,"CAS","G01","",""
"Legends FC Riverside G01",1208,2.91,5.83,53,"CAS","G01","CalSouth DSL2",""
"Cook Inlet Velocity 02 Blue G01",1207,3.26,5.14,48,"AK","G01","UAYSL",""
"United FC Black G01",1207,4.38,3.83,53,"CAS","G01","CalSouth DSL2",""
"Anaheim Surf Blue G01",1206,4.84,3.46,37,"CAS","G01","CalSouth DSL1",""
"SF Vikings Ravens Red G01",1206,4.2,3.96,41,"CAN","G01","NorCal Premier",""
"Cal Odyssey SC Red G01",1205,3.52,4.71,46,"CAN","G01","NorCal Premier",""
"Shockers 03GEX G02",1202,3.57,4.55,11,"HI","G02","Oahu League Select 2",""
"CDA Slammers Whittier Black G01",1202,3.93,4.12,44,"CAS","G01","CalSouth DSL2",""
"Pacific SC San Clemente Fire G01",1201,5.09,3.17,43,"CAS","G01","CalS CSL Silver",""
"RV Slammers Orange G01",1200,2.88,5.57,40,"WA","G01","RCL 1",""
"Mustang Freedom G01",1200,3.09,5.17,44,"CAN","G01","NorCal Premier",""
"FC Alliance A G01",1198,2.81,5.63,49,"WA","G01","RCL 2",""
"Laguna United FC Blue G01",1198,5.74,2.74,48,"CAS","G01","CalSouth DSL2",""
"Forza FC 02 SOUTH ML I G01",1196,4.74,3.28,46,"UT","G01","Utah D1",""
"Colorado Rapids Youth 02 Academy G01",1196,4.01,3.87,32,"CO","G01","CO Premier 1",""
"Idaho Rush Premier G00",1195,6.49,2.38,8,"ID","G00","",""
"Real So Cal Blue G01",1195,4.13,3.73,41,"CAS","G01","CalSouth DSL2",""
"Santa Cruz Breakers G01",1194,3.97,3.87,40,"CAN","G01","NorCal Premier",""
"Diablo FC G01",1192,3.75,4.04,55,"CAN","G01","NorCal Premier",""
"Slammers FC Maroon G01",1192,3.92,3.85,33,"CAS","G01","CalSouth DSL2",""
"USAac 02G G01",1191,4.1,3.68,19,"HI","G01","Oahu League Premier",""
"Scottsdale Soccer 02 Blackhawks Jeffers G01",1191,3.38,4.45,42,"AZ","G01","AZSL 1",""
"Arizona SC 02 Thunder Johnson G01",1191,4.17,3.61,48,"AZ","G01","AZSL 2",""
"Union FC G01",1191,3.77,3.99,45,"CAN","G01","NorCal Gold",""
"San Luis Obispo Storm G01",1189,4.39,3.38,43,"CAS","G01","CalS CSL Bronze",""
"Coachella Valley Soccer Strikers G01",1189,3.34,4.43,30,"CAS","G01","CalS CSL Bronze",""
"Beach FC Black Soler G01",1187,5.21,2.81,58,"CAS","G01","CalSouth DSL2",""
"Livermore Fusion SC Maroon G01",1187,4.14,3.52,40,"CAN","G01","NorCal Premier",""
"Crossfire Premier B Rowe G01",1187,4.2,3.47,44,"WA","G01","RCL 2",""
"LA Galaxy South Bay White G01",1184,3.92,3.66,46,"CAS","G01","CalSouth DSL2",""
"Ethos FC Saints 02G Blue G01",1184,3.46,4.14,47,"CAN","G01","NorCal Gold",""
"Arsenal FC 2 G01",1184,6.29,2.27,42,"CAS","G01","CalSouth DSL2",""
"Utah Avalanche 02 Pre-ECNL G01",1181,5.06,2.78,34,"UT","G01","Utah Premier 2",""
"Cerritos United SC G01",1180,3.84,3.63,53,"CAS","G01","CalS CSL Silver Elite",""
"South Valley SC Thunder G01",1180,4.14,3.36,32,"CAS","G01","CalS CSL Silver Elite",""
"Hawaii Rush 02 Nero G01",1179,5.21,2.66,31,"HI","G01","Oahu League Select 1",""
"Arizona Arsenal 02 Black G01",1179,3.01,4.6,46,"AZ","G01","AZOL 1",""
"UIFC Venom G01",1177,3.58,3.8,35,"CAS","G01","CalS CSL Silver",""
"Pelada FA Irish United G01",1176,4.21,3.21,42,"OR","G01","Thorns Championship",""
"MVLA Avalanche White G01",1175,3.38,3.98,51,"CAN","G01","NorCal Gold",""
"Bend FC Timbers Red G01",1174,3.79,3.52,34,"OR","G01","Thorns Premier",""
"Kitsap Alliance FC A G01",1172,2.7,4.87,42,"WA","G01","RCL 3",""
"FC Valencia G01",1171,3.85,3.41,27,"CAS","G01","CalSouth DSL3",""
"Clovis Crossfire 02 Blue G01",1171,3.94,3.32,49,"CAN","G01","NorCal Premier",""
"Sereno South SC 02 Chelsea G01",1170,2.91,4.45,43,"AZ","G01","AZOL 2",""
"Arsenal FC Los Angeles EGSL G01",1168,3.98,3.21,45,"CAS","G01","CalSouth DSL1",""
"CDA Slammers Aviles G01",1166,3.65,3.46,39,"CAS","G01","CalSouth DSL2",""
"Colorado United White G01",1165,3.05,4.1,36,"CO","G01","CO Premier 2",""
"Pacific SC Yorba Linda G01",1165,7.02,1.78,12,"CAS","G01","",""
"Sparta United 02 Premier DM G01",1164,4.16,2.99,37,"UT","G01","Utah Premier 2",""
"San Diego Fusion Gold G01",1164,2.8,4.45,40,"CAS","G01","Presidio AA-A",""
"Rebels Soccer Club Blue Hernandez G01",1162,3.59,3.41,52,"CAS","G01","Presidio SDDA 2",""
"Del Mar Carmel Valley Sharks Blue G01",1161,3.72,3.29,44,"CAS","G01","Presidio AA-A",""
"Seattle United Tango G01",1160,3.25,3.73,39,"WA","G01","RCL 3",""
"Celtic Storm 02 Green G01",1158,3.55,3.38,43,"UT","G01","Utah D1",""
"Washington East Robles G01",1158,4.55,2.62,28,"WA","G01","PSPL Premier",""
"AYSO Saugus United G01",1157,4.67,2.55,27,"CAS","G01","CalS CSL Bronze",""
"American River FC 02 Freedom G01",1156,3.49,3.37,48,"CAN","G01","NorCal Gold",""
"UC Premier Warriors G01",1155,4.05,2.89,54,"CAN","G01","NorCal Premier",""
"Honolulu SC Bulls West 02G G01",1154,2.49,4.67,13,"HI","G01","Oahu League Select 1",""
"Firebirds FC Black Diamond Rennie G01",1153,3.98,2.9,39,"UT","G01","Utah Premier 2",""
"RVSC Timbers Red G01",1151,4.43,2.57,37,"OR","G01","Thorns Premier",""
"FC Warriors Red G01",1150,4.27,2.64,58,"NV","G01","NV Summit","SSGSL Classic"
"Whatcom FC Rangers Gold G01",1148,4.1,2.73,36,"WA","G01","RCL 2",""
"Sagebrush SC Lady Nomads G01",1148,4.06,2.75,56,"NV","G01","GBYSL",""
"Pride SC 02 Copa G01",1146,2.98,3.69,35,"CO","G01","CO Premier 2",""
"Real Colorado Red G01",1145,2.97,3.69,33,"CO","G01","CO Premier 2",""
"San Ramon 02 Azuri G01",1145,5.75,1.9,39,"CAN","G01","NorCal Gold",""
"Colorado Storm 02 South Royal G01",1144,4.05,2.68,37,"CO","G01","CO Premier 1",""
"Sand and Surf Black G01",1144,4.63,2.34,26,"CAS","G01","CalSouth DSL2",""
"Wasatch SC Elite JC G01",1141,3.89,2.73,36,"UT","G01","Utah Premier 2",""
"Valencia United Challenge G01",1141,3.01,3.52,43,"CAS","G01","CalS CSL Bronze",""
"Beach FC White Soler G01",1140,2.97,3.55,51,"CAS","G01","CalSouth DSL2",""
"Rocklin YSC Heat FC G01",1139,3.73,2.82,54,"CAN","G01","NorCal Gold",""
"Idaho Rush Premier G01",1139,2.99,3.5,44,"ID","G01","IYSA D3-A","NWCL"
"Woodland Fire G01",1139,4.21,2.48,47,"CAN","G01","NorCal Gold",""
"CVSC Rebels G01",1138,3.29,3.17,40,"CAS","G01","CalS CSL Silver",""
"Anthem SC 02 Strikers G01",1138,4.07,2.56,45,"AZ","G01","AZOL 2",""
"Escondido FC Heat Black G01",1137,4.8,2.16,32,"CAS","G01","Presidio AA-B",""
"West Coast SC FURY G01",1137,4.66,2.22,10,"CAN","G02","",""
"FC Golden State Black G01",1134,2.99,3.38,42,"CAS","G01","CalS CSL Silver",""
"Crossfire Alaska 02 South G01",1133,3.32,3.03,12,"AK","G01","UAYSL",""
"Impact United Black WV G01",1133,4.76,2.11,43,"UT","G01","Utah D1",""
"Surrey United 2002G",1130,4.06,2.43,23,"BC","2002G","BCSPL",""
"CVSC Rampage G01",1130,4.26,2.32,37,"CAS","G01","CalS CSL Silver",""
"CDA Slammers HB Wilson G01",1129,4.19,2.33,33,"CAS","G01","CalSouth DSL2",""
"FC Elk Grove 02 Platinum 2 G01",1129,3.06,3.19,51,"CAN","G01","NorCal Gold",""
"Rebels Soccer Club White Morales G01",1124,2.91,3.24,33,"CAS","G01","Presidio AA-A",""
"ASE Emerald G01",1124,4.79,1.97,41,"WA","G01","PSPL Premier","NWCL"
"Boise National Sao Paulo G00",1124,4.13,2.28,9,"ID","G00","",""
"Players SC 02 Elite AP G01",1122,3.73,2.5,55,"NV","G01","NV Summit",""
"FC Long Beach G01",1122,3.09,3.02,61,"CAS","G01","CalS CSL Silver",""
"Carlsbad United FC Gold G02",1122,3.28,2.84,8,"CAS","G02","",""
"Pateadores Irvine G01",1120,3.55,2.59,33,"CAS","G01","CalSouth DSL1",""
"California Elite SC G01",1118,3.64,2.49,38,"CAS","G01","CalS CSL Bronze",""
"Harbor Premier Green G01",1117,2.86,3.16,44,"WA","G01","RCL 1","NWCL"
"Cook Inlet Velocity 02 White G01",1117,4.16,2.16,18,"AK","G01","UAYSL",""
"Leahi 02 Maile G01",1117,3.71,2.42,14,"HI","G01","Oahu League Select 2",""
"RVSC Timbers White G00",1117,2.98,3.01,10,"OR","G00","SOCL",""
"Poway Vaqueros Green G01",1116,3.99,2.25,27,"CAS","G01","Presidio SDDA 2",""
"Fusion FC Academy 2001G",1116,4.03,2.21,27,"BC","2001G","BCSPL",""
"Total Futbol Academy 03 NorCal G02",1116,3.64,2.45,8,"NV","G02","GBYSL",""
"Tanque Verde SC 02 Blue G01",1115,2.87,3.09,41,"AZ","G01","AZSL 2",""
"High Desert Premier Real Madrid Blue G01",1115,4.05,2.19,17,"CAS","G01","CalS CSL Silver",""
"PAC San Jose Dynamo G01",1114,3.45,2.56,46,"CAN","G01","NorCal Gold",""
"San Juan SC 02 Spirits White G01",1113,2.97,2.94,27,"CAN","G01","NorCal Gold",""
"Thompson Okanagan FC 2001G",1112,3.61,2.41,23,"BC","2001G","BCSPL",""
"Pleasanton Rage Orange G01",1111,2.82,3.07,36,"CAN","G01","NorCal Gold",""
"FRAM Soccer Club Salem G01",1111,3.64,2.37,39,"CAS","G01","CalS CSL Silver",""
"Ajax United 02 Elite G01",1111,4.09,2.11,32,"CAN","G01","NorCal Premier",""
"Scottsdale 02 Blackhawks Prescott Magnett G01",1111,3.13,2.75,26,"AZ","G01","AZOL 1",""
"Coquitlam Metro Ford 2001G",1109,4.63,1.84,23,"BC","2001G","BCSPL",""
"Roseville YSC Top Notch G01",1108,3.12,2.72,43,"CAN","G01","NorCal Gold",""
"SF United Malvinas G01",1108,1.84,4.59,31,"CAN","G01","CalNorth CCSL Bronze",""
"Trebol White United G01",1105,3.06,2.71,43,"CO","G01","CO Premier 2",""
"Three Rivers SC Black G01",1104,3.68,2.23,41,"WA","G01","RCL 3",""
"San Mateo County Star Gold BSC G01",1103,3.51,2.33,44,"CAN","G01","NorCal Gold",""
"San Diego Football Academy G01",1103,2.85,2.87,37,"CAS","G01","Presidio AA-A",""
"Canyon FC Blue G01",1102,2.76,2.95,70,"CAS","G01","CalS CSL Bronze",""
"UIFC Pride Soccer Academy G01",1102,3.16,2.56,45,"CAS","G01","CalS CSL Bronze",""
"Colorado Rush Nero G01",1101,3.51,2.3,35,"CO","G01","CO Premier 2",""
"UIFC Fierce G01",1100,3.73,2.15,48,"CAS","G01","CalS CSL Silver",""
"Arsenal SC AP G01",1099,2.69,2.96,32,"UT","G01","Utah D1",""
"Cal Odyssey South Earthquakes Black G01",1099,3.79,2.1,29,"CAN","G01","NorCal Premier",""
"South Slammers Black G01",1098,3.16,2.49,43,"CAS","G01","CalSouth DSL2",""
"California Magic G01",1098,4.27,1.85,33,"CAN","G01","CalNorth CCSL Gold",""
"Colorado Storm 02 Castle Rock Royal G01",1098,4.04,1.95,42,"CO","G01","CO Premier 2",""
"Forza FC 02 NPL KH G01",1097,2.97,2.64,34,"UT","G01","Utah Premier 2",""
"Aztecs FC G01",1097,2.43,3.23,21,"CAS","G01","Presidio AA-B",""
"Hawaii Rush 02G Windward G01",1097,2.85,2.75,33,"HI","G01","Oahu League Select 1",""
"Pateadores Irvine White G01",1097,3.23,2.42,30,"CAS","G01","CalSouth DSL2",""
"Antelope Valley FC Barcelona G01",1095,3.64,2.12,37,"CAS","G01","CalS CSL Bronze",""
"Rio Rapids SC 02 Regulators G01",1095,3.56,2.17,39,"NM","G01","Duke City League 1",""
"Classic FC 02 Samba G01",1094,3.4,2.26,37,"NM","G01","Duke City League 1",""
"Arsenal FC White G01",1093,2.78,2.74,28,"CAS","G01","CalSouth DSL3",""
"Central CA Soccer Alliance Black G01",1091,2.72,2.77,45,"CAN","G01","NorCal Premier",""
"Fram Soccer Club White G01",1091,3.81,1.97,34,"CAS","G01","CalS CSL Silver",""
"San Diego SC Elite Orange G01",1090,3.97,1.88,38,"CAS","G01","Presidio SDDA 2",""
"CCV Stars Black G02",1090,3.16,2.37,43,"AZ","G01","AZSL 2",""
"Juventus SC Magia G01",1087,2.42,3.02,34,"CAN","G01","CalNorth CCSL Gold",""
"Madrid North G01",1086,2.88,2.52,38,"CAS","G01","CalS CSL Bronze",""
"Surrey United 2001G",1085,2.92,2.47,26,"BC","2001G","BCSPL",""
"Abunai Soccer Academy 02 G01",1085,1.73,4.15,18,"HI","G01","",""
"Visalia Galaxy Outlaws G01",1083,2.82,2.52,17,"CAN","G01","",""
"Lamorinda United SC Navy G01",1082,3.94,1.79,46,"CAN","G01","NorCal Gold",""
